track_id,ok,reason,n_nodes,secs
blues__blues.00023,True,,30,2.15
blues__blues.00072,True,,30,132.63
blues__blues.00073,True,,30,2.1
blues__blues.00074,True,,30,1.85
blues__blues.00075,True,,30,2.36
blues__blues.00076,True,,30,1.92
blues__blues.00077,True,,30,2.34
blues__blues.00078,True,,30,2.34
blues__blues.00079,True,,30,1.9
classical__classical.00020,True,,30,2.02
classical__classical.00021,True,,30,2.26
classical__classical.00022,True,,30,1.87
classical__classical.00023,True,,30,2.14
classical__classical.00024,True,,30,4.08
classical__classical.00025,True,,30,3.77
classical__classical.00026,True,,30,3.28
classical__classical.00027,True,,30,3.97
classical__classical.00076,True,,30,2.16
classical__classical.00077,True,,30,1.91
classical__classical.00078,True,,30,1.46
classical__classical.00079,True,,30,3.14
classical__classical.00080,True,,30,3.17
classical__classical.00081,True,,30,3.76
classical__classical.00082,True,,30,3.15
classical__classical.00083,True,,30,3.78
classical__classical.00036,True,,30,2.14
classical__classical.00037,True,,30,2.06
classical__classical.00038,True,,30,2.02
classical__classical.00039,True,,30,2.13
classical__classical.00040,True,,30,3.8
classical__classical.00041,True,,30,3.59
classical__classical.00042,True,,30,4.15
classical__classical.00043,True,,30,4.27
classical__classical.00044,True,,30,2.19
classical__classical.00045,True,,30,1.77
classical__classical.00046,True,,30,1.99
classical__classical.00047,True,,30,2.65
classical__classical.00048,True,,30,3.78
classical__classical.00049,True,,30,3.46
classical__classical.00050,True,,30,4.12
classical__classical.00051,True,,30,4.05
classical__classical.00028,True,,30,2.22
classical__classical.00029,True,,30,2.04
classical__classical.00030,True,,30,1.98
classical__classical.00031,True,,30,3.82
classical__classical.00032,True,,30,3.55
classical__classical.00033,True,,30,3.47
classical__classical.00034,True,,30,3.97
classical__classical.00035,True,,30,3.61
classical__classical.00060,True,,30,2.17
classical__classical.00061,True,,30,2.16
classical__classical.00062,True,,30,1.53
classical__classical.00063,True,,30,3.41
classical__classical.00064,True,,30,3.05
classical__classical.00065,True,,30,4.75
classical__classical.00066,True,,30,4.04
classical__classical.00067,True,,30,4.06
classical__classical.00084,True,,30,2.06
classical__classical.00085,True,,30,1.93
classical__classical.00086,True,,30,1.73
classical__classical.00087,True,,30,3.77
classical__classical.00088,True,,30,3.93
classical__classical.00089,True,,30,4.02
classical__classical.00090,True,,30,4.1
classical__classical.00091,True,,30,4.03
classical__classical.00052,True,,30,2.14
classical__classical.00053,True,,30,1.96
classical__classical.00054,True,,31,1.92
classical__classical.00055,True,,30,2.94
classical__classical.00056,True,,30,6.13
classical__classical.00057,True,,30,3.54
classical__classical.00058,True,,30,4.32
classical__classical.00059,True,,30,3.93
classical__classical.00092,True,,30,2.29
classical__classical.00093,True,,30,2.16
classical__classical.00094,True,,30,2.39
classical__classical.00095,True,,30,3.57
classical__classical.00096,True,,30,3.85
classical__classical.00097,True,,30,3.72
classical__classical.00098,True,,30,4.15
classical__classical.00099,True,,30,4.13
country__country.00016,True,,30,1.89
country__country.00017,True,,30,2.18
country__country.00018,True,,30,2.74
country__country.00019,True,,30,3.55
country__country.00020,True,,30,3.44
country__country.00021,True,,30,4.08
country__country.00022,True,,30,4.14
country__country.00023,True,,30,4.18
country__country.00000,True,,30,2.24
country__country.00001,True,,30,2.1
country__country.00002,True,,30,3.21
country__country.00003,True,,30,3.81
country__country.00004,True,,30,4.58
country__country.00005,True,,30,4.33
country__country.00006,True,,30,2.9
country__country.00007,True,,30,3.76
classical__classical.00068,True,,30,2.27
classical__classical.00069,True,,30,1.98
classical__classical.00070,True,,30,1.58
classical__classical.00071,True,,30,3.85
classical__classical.00072,True,,30,4.0
classical__classical.00073,True,,30,3.68
classical__classical.00074,True,,30,4.5
classical__classical.00075,True,,30,6.76
country__country.00008,True,,30,2.24
country__country.00009,True,,30,2.07
country__country.00010,True,,30,3.26
country__country.00011,True,,30,3.42
country__country.00012,True,,30,4.38
country__country.00013,True,,30,3.93
country__country.00014,True,,30,4.27
country__country.00015,True,,30,4.63
country__country.00024,True,,30,2.28
country__country.00025,True,,30,1.71
country__country.00026,True,,30,3.85
country__country.00027,True,,30,4.48
country__country.00028,True,,30,3.62
country__country.00029,True,,30,4.27
country__country.00030,True,,30,4.6
country__country.00031,True,,30,4.18
blues__blues.00056,True,,30,163.8
blues__blues.00057,True,,30,4.46
blues__blues.00058,True,,30,4.53
blues__blues.00059,True,,30,4.44
blues__blues.00060,True,,30,4.57
blues__blues.00061,True,,30,4.56
blues__blues.00062,True,,30,4.04
blues__blues.00063,True,,30,4.11
country__country.00032,True,,30,4.33
country__country.00033,True,,30,3.7
country__country.00034,True,,30,3.77
country__country.00035,True,,30,4.17
country__country.00036,True,,30,4.16
country__country.00037,True,,30,4.61
country__country.00038,True,,30,3.37
country__country.00039,True,,30,3.32
country__country.00064,True,,30,5.11
country__country.00065,True,,30,3.45
country__country.00066,True,,30,3.42
country__country.00067,True,,30,4.02
country__country.00068,True,,30,4.25
country__country.00069,True,,30,4.11
country__country.00070,True,,30,4.03
country__country.00071,True,,30,4.55
country__country.00048,True,,30,5.09
country__country.00049,True,,30,4.87
country__country.00050,True,,30,3.86
country__country.00051,True,,30,3.57
country__country.00052,True,,30,4.01
country__country.00053,True,,30,4.5
country__country.00054,True,,30,3.55
country__country.00055,True,,30,4.45
country__country.00040,True,,30,4.17
country__country.00041,True,,30,4.09
country__country.00042,True,,30,3.83
country__country.00043,True,,30,5.16
country__country.00044,True,,30,4.35
country__country.00045,True,,30,4.5
country__country.00046,True,,30,3.93
country__country.00047,True,,30,4.23
country__country.00056,True,,30,4.08
country__country.00057,True,,30,3.48
country__country.00058,True,,30,4.13
country__country.00059,True,,30,4.0
country__country.00060,True,,30,4.0
country__country.00061,True,,30,3.99
country__country.00062,True,,30,5.9
country__country.00063,True,,30,4.04
country__country.00088,True,,30,3.74
country__country.00089,True,,30,3.6
country__country.00090,True,,30,3.97
country__country.00091,True,,30,3.62
country__country.00092,True,,30,4.96
country__country.00093,True,,30,3.79
country__country.00094,True,,30,4.2
country__country.00095,True,,30,3.54
country__country.00072,True,,30,4.07
country__country.00073,True,,30,3.48
country__country.00074,True,,30,5.85
country__country.00075,True,,30,4.09
country__country.00076,True,,30,4.42
country__country.00077,True,,30,4.52
country__country.00078,True,,30,4.85
country__country.00079,True,,30,4.28
disco__disco.00020,True,,30,4.13
disco__disco.00021,True,,30,4.3
disco__disco.00022,True,,30,3.65
disco__disco.00023,True,,30,3.35
disco__disco.00024,True,,30,4.08
disco__disco.00025,True,,30,3.69
disco__disco.00026,True,,30,4.68
disco__disco.00027,True,,30,4.54
country__country.00080,True,,30,4.6
country__country.00081,True,,30,3.84
country__country.00082,True,,30,4.56
country__country.00083,True,,30,4.47
country__country.00084,True,,30,4.63
country__country.00085,True,,30,4.64
country__country.00086,True,,30,4.17
country__country.00087,True,,30,4.76
disco__disco.00004,True,,30,4.56
disco__disco.00005,True,,30,4.4
disco__disco.00006,True,,30,3.87
disco__disco.00007,True,,30,4.59
disco__disco.00008,True,,30,3.83
disco__disco.00009,True,,30,4.3
disco__disco.00010,True,,30,4.16
disco__disco.00011,True,,30,4.59
disco__disco.00012,True,,30,4.67
disco__disco.00013,True,,30,4.51
disco__disco.00014,True,,30,4.41
disco__disco.00015,True,,30,3.72
disco__disco.00016,True,,30,4.27
disco__disco.00017,True,,30,3.62
disco__disco.00018,True,,30,5.09
disco__disco.00019,True,,30,3.97
country__country.00096,True,,30,4.8
country__country.00097,True,,30,4.6
country__country.00098,True,,30,3.75
country__country.00099,True,,30,5.72
disco__disco.00000,True,,30,3.42
disco__disco.00001,True,,30,4.65
disco__disco.00002,True,,30,4.08
disco__disco.00003,True,,30,5.09
disco__disco.00028,True,,30,4.28
disco__disco.00029,True,,30,4.47
disco__disco.00030,True,,30,4.99
disco__disco.00031,True,,30,4.08
disco__disco.00032,True,,30,4.72
disco__disco.00033,True,,30,4.59
disco__disco.00034,True,,30,4.18
disco__disco.00035,True,,30,4.54
disco__disco.00036,True,,30,4.2
disco__disco.00037,True,,30,4.68
disco__disco.00038,True,,30,5.07
disco__disco.00039,True,,30,4.06
disco__disco.00040,True,,30,3.97
disco__disco.00041,True,,30,4.32
disco__disco.00042,True,,30,4.92
disco__disco.00043,True,,30,4.36
disco__disco.00044,True,,30,4.76
disco__disco.00045,True,,30,4.47
disco__disco.00046,True,,30,4.11
disco__disco.00047,True,,30,4.67
disco__disco.00048,True,,30,4.6
disco__disco.00049,True,,30,4.67
disco__disco.00050,True,,30,4.68
disco__disco.00051,True,,30,4.42
disco__disco.00052,True,,30,3.98
disco__disco.00053,True,,30,4.12
disco__disco.00054,True,,30,3.96
disco__disco.00055,True,,30,4.43
disco__disco.00056,True,,30,5.0
disco__disco.00057,True,,30,4.22
disco__disco.00058,True,,30,3.96
disco__disco.00059,True,,30,4.09
disco__disco.00060,True,,30,4.51
disco__disco.00061,True,,30,3.66
disco__disco.00062,True,,30,4.3
disco__disco.00063,True,,30,3.98
disco__disco.00064,True,,30,3.82
disco__disco.00065,True,,30,4.93
disco__disco.00066,True,,30,4.04
disco__disco.00067,True,,30,4.68
disco__disco.00068,True,,30,4.32
disco__disco.00069,True,,30,3.64
disco__disco.00070,True,,30,4.8
disco__disco.00071,True,,30,4.47
disco__disco.00072,True,,30,4.47
disco__disco.00073,True,,30,3.83
disco__disco.00074,True,,30,4.89
disco__disco.00075,True,,30,4.94
disco__disco.00084,True,,30,6.01
disco__disco.00085,True,,30,3.69
disco__disco.00086,True,,30,4.0
disco__disco.00087,True,,30,4.39
disco__disco.00088,True,,30,4.1
disco__disco.00089,True,,30,4.7
disco__disco.00090,True,,30,3.89
disco__disco.00091,True,,30,4.66
disco__disco.00092,True,,30,5.07
disco__disco.00093,True,,30,3.36
disco__disco.00094,True,,30,4.58
disco__disco.00095,True,,30,4.72
disco__disco.00096,True,,30,3.87
disco__disco.00097,True,,30,4.35
disco__disco.00098,True,,30,4.09
disco__disco.00099,True,,30,3.47
disco__disco.00076,True,,30,4.52
disco__disco.00077,True,,30,5.39
disco__disco.00078,True,,30,3.92
disco__disco.00079,True,,30,4.69
disco__disco.00080,True,,30,4.14
disco__disco.00081,True,,30,4.74
disco__disco.00082,True,,30,3.63
disco__disco.00083,True,,30,4.63
hiphop__hiphop.00000,True,,30,3.83
hiphop__hiphop.00001,True,,30,4.76
hiphop__hiphop.00002,True,,30,4.37
hiphop__hiphop.00003,True,,30,3.34
hiphop__hiphop.00004,True,,30,4.02
hiphop__hiphop.00005,True,,30,5.04
hiphop__hiphop.00006,True,,30,4.13
hiphop__hiphop.00007,True,,30,3.69
hiphop__hiphop.00032,True,,30,3.98
hiphop__hiphop.00033,True,,30,4.54
hiphop__hiphop.00034,True,,30,5.21
hiphop__hiphop.00035,True,,30,4.33
hiphop__hiphop.00036,True,,31,4.57
hiphop__hiphop.00037,True,,31,4.51
hiphop__hiphop.00038,True,,31,3.31
hiphop__hiphop.00039,True,,31,4.58
hiphop__hiphop.00024,True,,30,4.08
hiphop__hiphop.00025,True,,30,4.6
hiphop__hiphop.00026,True,,30,4.43
hiphop__hiphop.00027,True,,30,4.41
hiphop__hiphop.00028,True,,30,4.25
hiphop__hiphop.00029,True,,30,4.18
hiphop__hiphop.00030,True,,30,4.81
hiphop__hiphop.00031,True,,30,4.58
hiphop__hiphop.00016,True,,30,4.06
hiphop__hiphop.00017,True,,30,4.7
hiphop__hiphop.00018,True,,30,5.94
hiphop__hiphop.00019,True,,30,5.02
hiphop__hiphop.00020,True,,30,4.88
hiphop__hiphop.00021,True,,30,4.21
hiphop__hiphop.00022,True,,30,3.03
hiphop__hiphop.00023,True,,30,4.35
hiphop__hiphop.00008,True,,30,4.11
hiphop__hiphop.00009,True,,30,4.68
hiphop__hiphop.00010,True,,30,4.4
hiphop__hiphop.00011,True,,30,3.71
hiphop__hiphop.00012,True,,30,4.12
hiphop__hiphop.00013,True,,30,4.87
hiphop__hiphop.00014,True,,30,4.26
hiphop__hiphop.00015,True,,30,6.78
hiphop__hiphop.00040,True,,31,4.7
hiphop__hiphop.00041,True,,31,4.1
hiphop__hiphop.00042,True,,31,4.59
hiphop__hiphop.00043,True,,31,4.53
hiphop__hiphop.00044,True,,31,4.45
hiphop__hiphop.00045,True,,31,4.56
hiphop__hiphop.00046,True,,30,3.38
hiphop__hiphop.00047,True,,30,5.57
hiphop__hiphop.00048,True,,30,4.43
hiphop__hiphop.00049,True,,30,3.86
hiphop__hiphop.00050,True,,30,3.6
hiphop__hiphop.00051,True,,30,3.72
hiphop__hiphop.00052,True,,30,4.26
hiphop__hiphop.00053,True,,30,5.06
hiphop__hiphop.00054,True,,30,4.07
hiphop__hiphop.00055,True,,30,5.03
hiphop__hiphop.00056,True,,30,5.25
hiphop__hiphop.00057,True,,30,4.84
hiphop__hiphop.00058,True,,30,4.72
hiphop__hiphop.00059,True,,30,5.66
hiphop__hiphop.00060,True,,30,4.05
hiphop__hiphop.00061,True,,30,2.13
hiphop__hiphop.00062,True,,30,5.19
hiphop__hiphop.00063,True,,30,4.06
hiphop__hiphop.00064,True,,30,4.08
hiphop__hiphop.00065,True,,30,3.73
hiphop__hiphop.00066,True,,30,4.78
hiphop__hiphop.00067,True,,30,4.02
hiphop__hiphop.00068,True,,30,4.05
hiphop__hiphop.00069,True,,30,3.56
hiphop__hiphop.00070,True,,30,3.78
hiphop__hiphop.00071,True,,30,4.07
hiphop__hiphop.00072,True,,30,4.68
hiphop__hiphop.00073,True,,30,4.54
hiphop__hiphop.00074,True,,30,4.59
hiphop__hiphop.00075,True,,30,4.28
hiphop__hiphop.00076,True,,30,4.35
hiphop__hiphop.00077,True,,30,3.46
hiphop__hiphop.00078,True,,30,4.62
hiphop__hiphop.00079,True,,30,3.63
hiphop__hiphop.00080,True,,30,2.23
hiphop__hiphop.00081,True,,30,4.98
hiphop__hiphop.00082,True,,30,4.61
hiphop__hiphop.00083,True,,30,3.79
hiphop__hiphop.00084,True,,30,3.82
hiphop__hiphop.00085,True,,30,4.13
hiphop__hiphop.00086,True,,30,4.21
hiphop__hiphop.00087,True,,30,3.96
hiphop__hiphop.00096,True,,30,4.57
hiphop__hiphop.00097,True,,30,3.64
hiphop__hiphop.00098,True,,30,4.37
hiphop__hiphop.00099,True,,30,3.43
jazz__jazz.00000,True,,30,3.59
jazz__jazz.00001,True,,30,4.05
jazz__jazz.00002,True,,30,3.82
jazz__jazz.00003,True,,30,3.64
jazz__jazz.00012,True,,30,4.56
jazz__jazz.00013,True,,30,3.48
jazz__jazz.00014,True,,30,3.09
jazz__jazz.00015,True,,30,3.28
jazz__jazz.00016,True,,30,3.99
jazz__jazz.00017,True,,30,6.16
jazz__jazz.00018,True,,30,3.68
jazz__jazz.00019,True,,30,3.91
hiphop__hiphop.00088,True,,30,4.77
hiphop__hiphop.00089,True,,30,3.85
hiphop__hiphop.00090,True,,30,5.11
hiphop__hiphop.00091,True,,30,3.66
hiphop__hiphop.00092,True,,30,4.07
hiphop__hiphop.00093,True,,30,3.74
hiphop__hiphop.00094,True,,30,3.38
hiphop__hiphop.00095,True,,30,4.48
jazz__jazz.00004,True,,30,4.58
jazz__jazz.00005,True,,30,4.04
jazz__jazz.00006,True,,30,4.43
jazz__jazz.00007,True,,30,3.21
jazz__jazz.00008,True,,30,3.5
jazz__jazz.00009,True,,30,5.42
jazz__jazz.00010,True,,30,5.0
jazz__jazz.00011,True,,30,3.87
jazz__jazz.00052,True,,30,4.39
jazz__jazz.00053,True,,30,3.96
jazz__jazz.00054,False,LibsndfileError:Error opening 'data\\raw\\gtzan\\genres_original\\jazz\\jazz.00054.wav': Format not recognised.,,
jazz__jazz.00055,True,,30,4.41
jazz__jazz.00056,True,,30,4.15
jazz__jazz.00057,True,,30,3.14
jazz__jazz.00058,True,,30,6.61
jazz__jazz.00059,True,,31,4.01
jazz__jazz.00020,True,,30,4.89
jazz__jazz.00021,True,,30,4.19
jazz__jazz.00022,True,,30,3.85
jazz__jazz.00023,True,,30,4.4
jazz__jazz.00024,True,,30,4.48
jazz__jazz.00025,True,,30,3.7
jazz__jazz.00026,True,,30,5.08
jazz__jazz.00027,True,,30,3.96
jazz__jazz.00028,True,,30,4.31
jazz__jazz.00029,True,,30,3.87
jazz__jazz.00030,True,,30,3.97
jazz__jazz.00031,True,,30,3.93
jazz__jazz.00032,True,,30,4.05
jazz__jazz.00033,True,,30,4.08
jazz__jazz.00034,True,,30,3.96
jazz__jazz.00035,True,,30,4.05
jazz__jazz.00036,True,,30,4.75
jazz__jazz.00037,True,,30,3.97
jazz__jazz.00038,True,,30,3.79
jazz__jazz.00039,True,,30,3.96
jazz__jazz.00040,True,,30,4.51
jazz__jazz.00041,True,,30,3.93
jazz__jazz.00042,True,,30,3.85
jazz__jazz.00043,True,,30,3.95
jazz__jazz.00068,True,,30,3.84
jazz__jazz.00069,True,,30,4.53
jazz__jazz.00070,True,,30,3.52
jazz__jazz.00071,True,,30,3.86
jazz__jazz.00072,True,,30,4.1
jazz__jazz.00073,True,,30,4.23
jazz__jazz.00074,True,,30,3.62
jazz__jazz.00075,True,,30,3.88
jazz__jazz.00060,True,,30,4.66
jazz__jazz.00061,True,,30,4.57
jazz__jazz.00062,True,,30,3.99
jazz__jazz.00063,True,,30,3.9
jazz__jazz.00064,True,,30,3.74
jazz__jazz.00065,True,,30,3.69
jazz__jazz.00066,True,,30,4.47
jazz__jazz.00067,True,,30,4.08
jazz__jazz.00076,True,,30,3.87
jazz__jazz.00077,True,,30,4.35
jazz__jazz.00078,True,,30,3.77
jazz__jazz.00079,True,,30,4.79
jazz__jazz.00080,True,,30,4.6
jazz__jazz.00081,True,,30,3.68
jazz__jazz.00082,True,,30,3.82
jazz__jazz.00083,True,,30,4.57
jazz__jazz.00044,True,,30,4.74
jazz__jazz.00045,True,,30,4.5
jazz__jazz.00046,True,,30,6.42
jazz__jazz.00047,True,,30,3.95
jazz__jazz.00048,True,,30,5.49
jazz__jazz.00049,True,,30,4.7
jazz__jazz.00050,True,,30,4.47
jazz__jazz.00051,True,,30,3.95
jazz__jazz.00084,True,,30,3.54
jazz__jazz.00085,True,,30,4.06
jazz__jazz.00086,True,,30,4.15
jazz__jazz.00087,True,,30,4.23
jazz__jazz.00088,True,,30,4.73
jazz__jazz.00089,True,,30,4.31
jazz__jazz.00090,True,,30,5.31
jazz__jazz.00091,True,,30,4.46
metal__metal.00000,True,,30,3.96
metal__metal.00001,True,,30,3.63
metal__metal.00002,True,,30,3.97
metal__metal.00003,True,,30,3.95
metal__metal.00004,True,,30,4.55
metal__metal.00005,True,,30,3.95
metal__metal.00006,True,,30,4.23
metal__metal.00007,True,,30,4.55
jazz__jazz.00092,True,,30,4.19
jazz__jazz.00093,True,,30,3.62
jazz__jazz.00094,True,,30,4.56
jazz__jazz.00095,True,,30,4.32
jazz__jazz.00096,True,,30,3.58
jazz__jazz.00097,True,,30,5.14
jazz__jazz.00098,True,,30,4.17
jazz__jazz.00099,True,,30,4.35
metal__metal.00016,True,,30,3.95
metal__metal.00017,True,,30,4.38
metal__metal.00018,True,,30,4.26
metal__metal.00019,True,,30,4.48
metal__metal.00020,True,,30,3.98
metal__metal.00021,True,,30,4.78
metal__metal.00022,True,,30,5.2
metal__metal.00023,True,,30,3.77
metal__metal.00024,True,,30,3.99
metal__metal.00025,True,,30,4.42
metal__metal.00026,True,,30,3.53
metal__metal.00027,True,,30,4.44
metal__metal.00028,True,,30,5.29
metal__metal.00029,True,,30,4.24
metal__metal.00030,True,,30,4.76
metal__metal.00031,True,,30,4.36
metal__metal.00008,True,,30,6.18
metal__metal.00009,True,,30,3.47
metal__metal.00010,True,,30,4.3
metal__metal.00011,True,,30,4.43
metal__metal.00012,True,,30,5.1
metal__metal.00013,True,,30,4.57
metal__metal.00014,True,,30,4.61
metal__metal.00015,True,,30,4.65
metal__metal.00032,True,,30,4.98
metal__metal.00033,True,,30,4.5
metal__metal.00034,True,,30,4.63
metal__metal.00035,True,,30,3.98
metal__metal.00036,True,,30,4.75
metal__metal.00037,True,,30,3.64
metal__metal.00038,True,,30,4.53
metal__metal.00039,True,,30,4.32
metal__metal.00040,True,,30,4.26
metal__metal.00041,True,,30,4.45
metal__metal.00042,True,,30,4.13
metal__metal.00043,True,,30,4.11
metal__metal.00044,True,,30,4.47
metal__metal.00045,True,,30,4.25
metal__metal.00046,True,,30,3.74
metal__metal.00047,True,,30,4.14
metal__metal.00048,True,,30,5.36
metal__metal.00049,True,,30,3.96
metal__metal.00050,True,,30,4.17
metal__metal.00051,True,,30,4.52
metal__metal.00052,True,,30,4.69
metal__metal.00053,True,,30,4.33
metal__metal.00054,True,,30,4.37
metal__metal.00055,True,,30,4.61
metal__metal.00064,True,,30,4.4
metal__metal.00065,True,,30,4.97
metal__metal.00066,True,,30,3.72
metal__metal.00067,True,,30,5.48
metal__metal.00068,True,,30,4.61
metal__metal.00069,True,,30,4.14
metal__metal.00070,True,,30,4.32
metal__metal.00071,True,,30,5.06
metal__metal.00056,True,,30,4.09
metal__metal.00057,True,,30,4.75
metal__metal.00058,True,,30,4.86
metal__metal.00059,True,,30,5.81
metal__metal.00060,True,,30,4.54
metal__metal.00061,True,,30,3.53
metal__metal.00062,True,,30,4.99
metal__metal.00063,True,,30,5.42
metal__metal.00072,True,,30,3.31
metal__metal.00073,True,,30,4.34
metal__metal.00074,True,,30,5.08
metal__metal.00075,True,,30,5.02
metal__metal.00076,True,,30,4.42
metal__metal.00077,True,,30,3.87
metal__metal.00078,True,,30,4.25
metal__metal.00079,True,,30,6.47
metal__metal.00080,True,,30,4.55
metal__metal.00081,True,,30,4.84
metal__metal.00082,True,,30,4.62
metal__metal.00083,True,,30,4.99
metal__metal.00084,True,,30,4.46
metal__metal.00085,True,,30,3.9
metal__metal.00086,True,,30,4.55
metal__metal.00087,True,,30,3.85
metal__metal.00088,True,,30,5.04
metal__metal.00089,True,,30,3.86
metal__metal.00090,True,,30,4.46
metal__metal.00091,True,,30,3.88
metal__metal.00092,True,,30,4.06
metal__metal.00093,True,,30,4.33
metal__metal.00094,True,,30,5.07
metal__metal.00095,True,,30,4.61
metal__metal.00096,True,,30,4.88
metal__metal.00097,True,,30,4.31
metal__metal.00098,True,,30,4.82
metal__metal.00099,True,,30,5.43
pop__pop.00000,True,,30,4.4
pop__pop.00001,True,,30,4.58
pop__pop.00002,True,,30,3.66
pop__pop.00003,True,,30,4.24
pop__pop.00012,True,,30,3.51
pop__pop.00013,True,,30,3.87
pop__pop.00014,True,,30,4.71
pop__pop.00015,True,,30,5.02
pop__pop.00016,True,,30,4.27
pop__pop.00017,True,,30,4.01
pop__pop.00018,True,,30,3.6
pop__pop.00019,True,,30,3.65
pop__pop.00004,True,,30,4.71
pop__pop.00005,True,,30,4.37
pop__pop.00006,True,,30,4.39
pop__pop.00007,True,,30,4.78
pop__pop.00008,True,,30,3.97
pop__pop.00009,True,,30,4.44
pop__pop.00010,True,,30,4.81
pop__pop.00011,True,,30,4.53
pop__pop.00028,True,,30,4.8
pop__pop.00029,True,,30,3.31
pop__pop.00030,True,,30,4.31
pop__pop.00031,True,,30,4.23
pop__pop.00032,True,,30,4.22
pop__pop.00033,True,,30,4.17
pop__pop.00034,True,,30,3.46
pop__pop.00035,True,,30,4.25
pop__pop.00020,True,,30,5.55
pop__pop.00021,True,,30,4.36
pop__pop.00022,True,,30,5.2
pop__pop.00023,True,,30,5.01
pop__pop.00024,True,,30,4.5
pop__pop.00025,True,,30,3.95
pop__pop.00026,True,,30,3.99
pop__pop.00027,True,,30,4.1
pop__pop.00044,True,,30,4.57
pop__pop.00045,True,,30,3.86
pop__pop.00046,True,,30,4.34
pop__pop.00047,True,,30,4.53
pop__pop.00048,True,,30,3.65
pop__pop.00049,True,,30,4.49
pop__pop.00050,True,,30,4.01
pop__pop.00051,True,,30,4.35
pop__pop.00036,True,,30,4.18
pop__pop.00037,True,,30,4.09
pop__pop.00038,True,,30,3.76
pop__pop.00039,True,,30,4.64
pop__pop.00040,True,,30,4.39
pop__pop.00041,True,,30,5.07
